date_delivered_year,date_sort_year,author_group,citation_title,affiliation_country,affiliation_city,affiliation_organization,corresponding_author_given_name,corresponding_author_surname,corresponding_author_indexed_name,citation_language,source_country,source_publication_year,source_publisher_name,classificationgroup,dbcollection,ref_count,reference,affiliation,coverDate,aggregationType,author,publicationName,citedby_count,title,publisher,subject_area,abstract_language
2024,2024,Unknown,Clinical and genetic diversity in Iranian individuals with RAPSN-related congenital myasthenic syndrome,Iran,Tehran,Tehran University of Medical Sciences,Unknown,Unknown,Ghasemi A.,Unknown,Iran,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tehran University of Medical Sciences', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",2025-12-01,Journal,Ghasemi A.,Neurogenetics,0,Clinical and genetic diversity in Iranian individuals with RAPSN-related congenital myasthenic syndrome,Neurogenetics,"Genetics, Cellular and Molecular Neuroscience, Genetics (clinical)",Unknown
2024,2024,Unknown,Epigenetic dysregulation in glioblastoma: potential pathways to precision medicine,India,Noida,Jaypee Institute of Information Technology,Unknown,Unknown,Prakash V.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Jaypee Institute of Information Technology', 'affiliation-city': 'Noida', 'affiliation-country': 'India'}]",2025-12-01,Journal,Prakash V.,Neurogenetics,0,Epigenetic dysregulation in glioblastoma: potential pathways to precision medicine,Neurogenetics,"Genetics, Cellular and Molecular Neuroscience, Genetics (clinical)",Unknown
2024,2024,Unknown,Promoter recognition specificity of Corynebacterium glutamicum stress response sigma factors σ<sup>D</sup> and σ<sup>H</sup> deciphered using computer modeling and point mutagenesis,Czech Republic,Prague,Institute of Microbiology of the Academy of Sciences of the Czech Republic,Unknown,Unknown,Blumenstein J.,Unknown,Czech Republic,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Institute of Microbiology of the Academy of Sciences of the Czech Republic', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}]",2025-12-01,Journal,Blumenstein J.,Journal of Computer-Aided Molecular Design,0,Promoter recognition specificity of Corynebacterium glutamicum stress response sigma factors σ<sup>D</sup> and σ<sup>H</sup> deciphered using computer modeling and point mutagenesis,Journal of Computer-Aided Molecular Design,"Drug Discovery, Computer Science Applications, Physical and Theoretical Chemistry",Unknown
2024,2024,Unknown,Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,United States,Winston Salem,Wake Forest University Health Sciences,Unknown,Unknown,Shiozawa Y.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Wake Forest University Health Sciences', 'affiliation-city': 'Winston Salem', 'affiliation-country': 'United States'}]",2025-12-01,Journal,Shiozawa Y.,Current Osteoporosis Reports,0,Role of Chemokines and Cytokines in Prostate Cancer Skeletal Metastasis,Current Osteoporosis Reports,"Endocrinology, Diabetes and Metabolism",Unknown
2024,2024,Unknown,Mitogenomics providing new insights into the phylogenetic structure of subfamily Panchaetothripinae (Thripidae: Terebrantia),India,Kolkata,Zoological Survey of India,Unknown,Unknown,Ghosh A.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Zoological Survey of India', 'affiliation-city': 'Kolkata', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'University of Calcutta', 'affiliation-city': 'Kolkata', 'affiliation-country': 'India'}]",2025-12-01,Journal,Ghosh A.,Genetica,0,Mitogenomics providing new insights into the phylogenetic structure of subfamily Panchaetothripinae (Thripidae: Terebrantia),Genetica,"Insect Science, Animal Science and Zoology, Genetics, Plant Science",Unknown
2024,2024,Unknown,Advances in Primary Central Nervous System Lymphoma,United States,Stanford,Stanford University School of Medicine,Unknown,Unknown,Therkelsen K.E.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Stanford University School of Medicine', 'affiliation-city': 'Stanford', 'affiliation-country': 'United States'}]",2025-12-01,Journal,Therkelsen K.E.,Current Neurology and Neuroscience Reports,0,Advances in Primary Central Nervous System Lymphoma,Current Neurology and Neuroscience Reports,"Neuroscience (all), Neurology (clinical)",Unknown
2024,2024,Unknown,"Associations Among Estrogens, the Gut Microbiome and Osteoporosis",Czech Republic,Prague,Institute of Microbiology of the Academy of Sciences of the Czech Republic,Unknown,Unknown,Kverka M.,Unknown,Czech Republic,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Institute of Microbiology of the Academy of Sciences of the Czech Republic', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}]",2025-12-01,Journal,Kverka M.,Current Osteoporosis Reports,0,"Associations Among Estrogens, the Gut Microbiome and Osteoporosis",Current Osteoporosis Reports,"Endocrinology, Diabetes and Metabolism",Unknown
2024,2024,Unknown,Mast Cells and Mas-related G Protein-coupled Receptor X2: Itching for Novel Pathophysiological Insights to Clinical Relevance,United States,Boston,Harvard Medical School,Unknown,Unknown,Castells M.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Harvard Medical School', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",2025-12-01,Journal,Castells M.,Current Allergy and Asthma Reports,0,Mast Cells and Mas-related G Protein-coupled Receptor X2: Itching for Novel Pathophysiological Insights to Clinical Relevance,Current Allergy and Asthma Reports,"Immunology, Immunology and Allergy, Pulmonary and Respiratory Medicine",Unknown
2024,2024,Unknown,Integrated computer aided methods to designing potent α-Glucosidase inhibitors based on quinoline scaffold derivatives,Morocco,Meknes,Université Moulay Ismaïl,Unknown,Unknown,Khaldan A.,Unknown,Morocco,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Université Moulay Ismaïl', 'affiliation-city': 'Meknes', 'affiliation-country': 'Morocco'}]",2025-12-01,Journal,Khaldan A.,Current Chemistry Letters,0,Integrated computer aided methods to designing potent α-Glucosidase inhibitors based on quinoline scaffold derivatives,Current Chemistry Letters,Chemistry (all),Unknown
2024,2024,Unknown,Inborn Error of WAS Presenting with SARS-CoV-2-Related Multisystem Inflammatory Syndrome in Children,Italy,Genoa,Università degli Studi di Genova,Unknown,Unknown,Drago E.,Unknown,Italy,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Genova', 'affiliation-city': 'Genoa', 'affiliation-country': 'Italy'}, {'@_fa': 'true', 'affilname': 'Istituto Giannina Gaslini', 'affiliation-city': 'Genoa', 'affiliation-country': 'Italy'}]",2025-12-01,Journal,Drago E.,Journal of Clinical Immunology,0,Inborn Error of WAS Presenting with SARS-CoV-2-Related Multisystem Inflammatory Syndrome in Children,Journal of Clinical Immunology,"Immunology and Allergy, Immunology",Unknown
2024,2024,Unknown,Molecular analysis of mucopolysaccharidosis type VI in Iranian patients; the influence of founder effect and consanguinity,Iran,Yazd,Shahid Sadoughi University of Medical Sciences,Unknown,Unknown,Askarizadeh A.,Unknown,Iran,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shahid Sadoughi University of Medical Sciences', 'affiliation-city': 'Yazd', 'affiliation-country': 'Iran'}]",2025-12-01,Journal,Askarizadeh A.,Molecular Biology Reports,0,Molecular analysis of mucopolysaccharidosis type VI in Iranian patients; the influence of founder effect and consanguinity,Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,"The role of mir-7-5p in cancer: function, prognosis, diagnosis, and therapeutic implications",Iran,Tabriz,Tabriz University of Medical Sciences,Unknown,Unknown,Mirzaei Z.,Unknown,Iran,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Tabriz University of Medical Sciences', 'affiliation-city': 'Tabriz', 'affiliation-country': 'Iran'}]",2025-12-01,Journal,Mirzaei Z.,Molecular Biology Reports,0,"The role of mir-7-5p in cancer: function, prognosis, diagnosis, and therapeutic implications",Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,Sex Differences in Metabolic Disorders of Aging and Obesity in People with HIV,United States,Atlanta,Emory University School of Medicine,Unknown,Unknown,Alvarez J.A.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Emory University School of Medicine', 'affiliation-city': 'Atlanta', 'affiliation-country': 'United States'}]",2025-12-01,Journal,Alvarez J.A.,Current HIV/AIDS Reports,0,Sex Differences in Metabolic Disorders of Aging and Obesity in People with HIV,Current HIV/AIDS Reports,"Virology, Infectious Diseases",Unknown
2024,2024,Unknown,Understanding pathophysiology in fragile X syndrome: a comprehensive review,Guatemala,Guatemala City,Universidad de San Carlos de Guatemala,Unknown,Unknown,Juárez J.C.C.,Unknown,Guatemala,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universidad de San Carlos de Guatemala', 'affiliation-city': 'Guatemala City', 'affiliation-country': 'Guatemala'}]",2025-12-01,Journal,Juárez J.C.C.,Neurogenetics,0,Understanding pathophysiology in fragile X syndrome: a comprehensive review,Neurogenetics,"Genetics, Cellular and Molecular Neuroscience, Genetics (clinical)",Unknown
2024,2024,Unknown,Management of Carotid Artery Dissection,United States,Charlottesville,University of Virginia,Unknown,Unknown,Barnett M.E.D.,Unknown,United States,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Virginia', 'affiliation-city': 'Charlottesville', 'affiliation-country': 'United States'}]",2025-12-01,Journal,Barnett M.E.D.,Current Treatment Options in Cardiovascular Medicine,0,Management of Carotid Artery Dissection,Current Treatment Options in Cardiovascular Medicine,Cardiology and Cardiovascular Medicine,Unknown
2024,2024,Unknown,Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,China,Anyang,Anyang Institute of Technology,Unknown,Unknown,Gao S.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Anyang Institute of Technology', 'affiliation-city': 'Anyang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Taihang Mountain Forest Pests Observation and Research Station of Henan Province', 'affiliation-city': 'Linzhou', 'affiliation-country': 'China'}]",2025-12-01,Journal,Gao S.,Genetica,0,Glutathione S-transferase TcGSTu1 contributes to defense against eucalyptol in Tribolium castaneum,Genetica,"Insect Science, Animal Science and Zoology, Genetics, Plant Science",Unknown
2024,2024,Unknown,Unveiling the Potential of Probiotics in Osteoarthritis Management,United Arab Emirates,Sharjah,College of Medicine,Unknown,Unknown,Karim A.,Unknown,United Arab Emirates,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'College of Medicine', 'affiliation-city': 'Sharjah', 'affiliation-country': 'United Arab Emirates'}, {'@_fa': 'true', 'affilname': 'University of Sharjah', 'affiliation-city': 'Sharjah', 'affiliation-country': 'United Arab Emirates'}]",2025-12-01,Journal,Karim A.,Current Rheumatology Reports,0,Unveiling the Potential of Probiotics in Osteoarthritis Management,Current Rheumatology Reports,Rheumatology,Unknown
2024,2024,Unknown,A Novel Heterozygous NFKB2 Variant in a Multiplex Family with Common Variable Immune Deficiency and Autoantibodies Against Type I IFNs,Turkey,Ankara,Bilkent Üniversitesi,Unknown,Unknown,Baran A.,Unknown,Turkey,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Bilkent Üniversitesi', 'affiliation-city': 'Ankara', 'affiliation-country': 'Turkey'}]",2025-12-01,Journal,Baran A.,Journal of Clinical Immunology,0,A Novel Heterozygous NFKB2 Variant in a Multiplex Family with Common Variable Immune Deficiency and Autoantibodies Against Type I IFNs,Journal of Clinical Immunology,"Immunology and Allergy, Immunology",Unknown
2024,2024,Unknown,Heterozygous Predicted Loss-of-function Variants of TRAF3 in Patients with Common Variable Immunodeficiency,Spain,Barcelona,Vall d'Hebron Institut de Recerca,Unknown,Unknown,Urban B.,Unknown,Spain,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': ""Vall d'Hebron Institut de Recerca"", 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': ""Hospital Universitari Vall d'Hebron"", 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Jeffrey Modell Diagnostic and Research Center for Primary Immunodeficiencies', 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}]",2025-12-01,Journal,Urban B.,Journal of Clinical Immunology,0,Heterozygous Predicted Loss-of-function Variants of TRAF3 in Patients with Common Variable Immunodeficiency,Journal of Clinical Immunology,"Immunology and Allergy, Immunology",Unknown
2024,2024,Unknown,"Relationship between immune cell traits, circulating inflammatory cytokines, and the risk of incisional hernia after gastric surgery",China,Shanghai,Fudan University,Unknown,Unknown,Shi H.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Fudan University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-12-01,Journal,Shi H.,Hernia,0,"Relationship between immune cell traits, circulating inflammatory cytokines, and the risk of incisional hernia after gastric surgery",Hernia,Surgery,Unknown
2024,2024,Unknown,Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Egypt,6th October,Center of Excellence for Stem Cells Research and Regenerative Medicine,Unknown,Unknown,Khedr M.A.,Unknown,Egypt,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Center of Excellence for Stem Cells Research and Regenerative Medicine', 'affiliation-city': '6th October', 'affiliation-country': 'Egypt'}]",2025-12-01,Journal,Khedr M.A.,Clinical and Experimental Medicine,0,Development of hepatocellular carcinoma organoid model recapitulating HIF-1A metabolic signature,Clinical and Experimental Medicine,"Biochemistry, Genetics and Molecular Biology (all), Medicine (all)",Unknown
2024,2024,Unknown,Exploring the Potential of Syngas Fermentation for Recovery of High-Value Resources: A Comprehensive Review,Sweden,Boras,Högskolan i Borås,Unknown,Unknown,Neto A.S.,Unknown,Sweden,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Högskolan i Borås', 'affiliation-city': 'Boras', 'affiliation-country': 'Sweden'}]",2025-12-01,Journal,Neto A.S.,Current Pollution Reports,0,Exploring the Potential of Syngas Fermentation for Recovery of High-Value Resources: A Comprehensive Review,Current Pollution Reports,"History, Cultural Studies, Visual Arts and Performing Arts",Unknown
2024,2024,Unknown,The emerging roles of neuroactive components produced by gut microbiota,Iran,Ahvaz,Ahvaz Jundishapur University of Medical Sciences,Unknown,Unknown,Dezfouli M.A.,Unknown,Iran,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Ahvaz Jundishapur University of Medical Sciences', 'affiliation-city': 'Ahvaz', 'affiliation-country': 'Iran'}]",2025-12-01,Journal,Dezfouli M.A.,Molecular Biology Reports,0,The emerging roles of neuroactive components produced by gut microbiota,Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,Dystrophinopathy patient data as a guide to interpretation of pregestational female population screening for DMD gene variants,Israel,Haifa,Technion - Israel Institute of Technology,Unknown,Unknown,Sagi-Dain L.,Unknown,Israel,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Technion - Israel Institute of Technology', 'affiliation-city': 'Haifa', 'affiliation-country': 'Israel'}, {'@_fa': 'true', 'affilname': 'Carmel Medical Center', 'affiliation-city': 'Haifa', 'affiliation-country': 'Israel'}]",2025-12-01,Journal,Sagi-Dain L.,Neurogenetics,0,Dystrophinopathy patient data as a guide to interpretation of pregestational female population screening for DMD gene variants,Neurogenetics,"Genetics, Cellular and Molecular Neuroscience, Genetics (clinical)",Unknown
2024,2024,Unknown,Reference gene selection for real-time qPCR in European flounder (Platichthys flesus) using organ-specific RNA-seq data,Poland,Sopot,Institute of Oceanology of the Polish Academy of Sciences,Unknown,Unknown,Pomianowski K.,Unknown,Poland,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Institute of Oceanology of the Polish Academy of Sciences', 'affiliation-city': 'Sopot', 'affiliation-country': 'Poland'}]",2025-12-01,Journal,Pomianowski K.,Molecular Biology Reports,0,Reference gene selection for real-time qPCR in European flounder (Platichthys flesus) using organ-specific RNA-seq data,Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,Two different complement Factor B (Bf) alleles of the orangutan major histocompatibility complex (MHC) are also conserved in chimpanzee and humans showing importance in primate immunity,Spain,Madrid,"Universidad Complutense de Madrid, Facultad de Medicina",Unknown,Unknown,Arnaiz-Villena A.,Unknown,Spain,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universidad Complutense de Madrid, Facultad de Medicina', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",2025-12-01,Journal,Arnaiz-Villena A.,Molecular Biology Reports,0,Two different complement Factor B (Bf) alleles of the orangutan major histocompatibility complex (MHC) are also conserved in chimpanzee and humans showing importance in primate immunity,Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,Expression analysis of defense signaling marker genes in Capsicum annuum in response to phytohormones elicitation,Mexico,La Paz,Centro de Investigaciones Biologicas Del Noroeste,Unknown,Unknown,Perez-Aranda A.,Unknown,Mexico,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Centro de Investigaciones Biologicas Del Noroeste', 'affiliation-city': 'La Paz', 'affiliation-country': 'Mexico'}]",2025-12-01,Journal,Perez-Aranda A.,Molecular Biology Reports,0,Expression analysis of defense signaling marker genes in Capsicum annuum in response to phytohormones elicitation,Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
2024,2024,Unknown,Clinically assessed mycosis fungoides tumor burden index as a prognostic marker in tumor-stage mycosis fungoides: a retrospective cohort study,South Korea,Seoul,Asan Medical Center,Unknown,Unknown,Jung J.M.,Unknown,South Korea,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Asan Medical Center', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",2025-12-01,Journal,Jung J.M.,Archives of Dermatological Research,0,Clinically assessed mycosis fungoides tumor burden index as a prognostic marker in tumor-stage mycosis fungoides: a retrospective cohort study,Archives of Dermatological Research,Dermatology,Unknown
2024,2024,Unknown,Report of a novel missense TDP1 variant in a Pakistani family affected with an extremely rare disorder congenital spinocerebellar ataxia with axonal neuropathy type 1 (SCAN1),Pakistan,Islamabad,Quaid-i-Azam University,Unknown,Unknown,Ahmad R.,Unknown,Pakistan,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Quaid-i-Azam University', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}, {'@_fa': 'true', 'affilname': 'UCL Queen Square Institute of Neurology', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",2025-12-01,Journal,Ahmad R.,Molecular Biology Reports,0,Report of a novel missense TDP1 variant in a Pakistani family affected with an extremely rare disorder congenital spinocerebellar ataxia with axonal neuropathy type 1 (SCAN1),Molecular Biology Reports,"Molecular Biology, Genetics",Unknown
